Order_ID,Order_Date,Customer_ID,Customer_Type,Product,Category,Region,Sales_Channel,Quantity,Unit_Price_NGN,Unit_Cost_NGN,Discount_%,Revenue_NGN,Cost_NGN,Profit_NGN,Profit_Margin_%,Payment_Method
ORD-00277,2025-06-20,CUST-0282,New,Bluetooth Speaker,Electronics,South East,Online,3,43900,30700,0.08,121164,92100,29064,23.99,Card
ORD-04867,2025-06-20,CUST-1479,New,Hoodie,Fashion,South East,Online,1,43000,27100,0.29,30530,27100,3430,11.23,Bank Transfer
ORD-04343,2025-06-20,CUST-0746,New,Power Bank,Electronics,South West,Physical Store,3,18200,11700,0.04,52416,35100,17316,33.04,Card
ORD-06319,2025-06-20,CUST-0424,Returning,Premium Smartphone,Electronics,South South,Online,2,186400,137800,0.1,335520,275600,59920,17.86,Card
ORD-03662,2025-06-20,CUST-0139,Returning,Wireless Earbuds,Electronics,North Central,Online,2,31900,21000,0.28,45936,42000,3936,8.57,Bank Transfer
ORD-03286,2025-06-20,CUST-0111,Returning,Budget Smartphone,Electronics,South East,Physical Store,1,84700,63000,0.02,83006,63000,20006,24.1,Card
ORD-04807,2025-06-20,CUST-0876,Returning,Smart Watch,Wearables,South East,Social Media,1,61000,40300,0.08,56120,40300,15820,28.19,Card
ORD-07092,2025-06-21,CUST-0281,Returning,Backpack,Fashion,South East,Physical Store,2,35300,22700,0.04,67776,45400,22376,33.01,Card
ORD-01102,2025-06-21,CUST-0882,Returning,Power Bank,Electronics,North Central,Physical Store,2,17900,11200,0.27,26134,22400,3734,14.29,Card
ORD-00124,2025-06-21,CUST-0774,Returning,Budget Smartphone,Electronics,South South,Social Media,3,82700,61800,0.12,218328,185400,32928,15.08,USSD
ORD-04485,2025-06-21,CUST-1276,Returning,Bluetooth Speaker,Electronics,North West,Physical Store,3,45400,30000,0.03,132114,90000,42114,31.88,Card
ORD-06061,2025-06-21,CUST-1332,Returning,Premium Smartphone,Electronics,South West,Physical Store,3,184300,137100,0.06,519726,411300,108426,20.86,Cash
ORD-04417,2025-06-21,CUST-0955,New,Air Fryer,Home Appliances,South East,Physical Store,3,81500,53000,0.01,242055,159000,83055,34.31,Card
ORD-00367,2025-06-21,CUST-1508,Returning,Wireless Earbuds,Electronics,South East,Online,2,30400,21200,0.08,55936,42400,13536,24.2,Bank Transfer
ORD-00070,2025-06-21,CUST-1722,Returning,Sneakers,Fashion,North Central,Online,1,48500,30400,0.11,43165,30400,12765,29.57,Card
ORD-01431,2025-06-21,CUST-1214,New,Bluetooth Speaker,Electronics,South East,Social Media,2,45000,30300,0.11,80100,60600,19500,24.34,Card
ORD-07187,2025-06-21,CUST-0270,New,Budget Smartphone,Electronics,North Central,Online,4,84500,61300,0.06,317720,245200,72520,22.83,USSD
ORD-02976,2025-06-21,CUST-0279,New,Wireless Earbuds,Electronics,South West,Social Media,2,32300,20800,0.24,49096,41600,7496,15.27,USSD
ORD-05769,2025-06-21,CUST-1399,Returning,Power Bank,Electronics,South West,Physical Store,2,18000,11700,0.1,32400,23400,9000,27.78,USSD
ORD-01712,2025-06-21,CUST-0021,Returning,Premium Smartphone,Electronics,South South,Physical Store,2,179600,136500,0.05,341240,273000,68240,20.0,USSD
ORD-02549,2025-06-21,CUST-0530,Returning,Wireless Earbuds,Electronics,South West,Online,3,29300,20900,0.08,80868,62700,18168,22.47,Bank Transfer
ORD-01697,2025-06-21,CUST-1084,New,Bluetooth Speaker,Electronics,North Central,Online,2,45200,28800,0.11,80456,57600,22856,28.41,Bank Transfer
ORD-05907,2025-06-21,CUST-1422,Returning,Sneakers,Fashion,South West,Physical Store,2,45300,29500,0.1,81540,59000,22540,27.64,Card
ORD-03139,2025-06-21,CUST-0136,Returning,Rice Cooker,Home Appliances,South East,Online,5,52200,34400,0.06,245340,172000,73340,29.89,Bank Transfer
ORD-02454,2025-06-21,CUST-0553,Returning,Bluetooth Speaker,Electronics,South South,Physical Store,3,44900,29900,0.02,132006,89700,42306,32.05,Bank Transfer
ORD-05942,2025-06-21,CUST-0502,New,Bluetooth Speaker,Electronics,South South,Physical Store,1,43200,30800,0.06,40608,30800,9808,24.15,USSD
ORD-04707,2025-06-21,CUST-0817,Returning,Power Bank,Electronics,North West,Physical Store,3,17500,11700,0.01,51975,35100,16875,32.47,Cash
ORD-01968,2025-06-21,CUST-0584,Returning,Standing Fan,Home Appliances,North West,Physical Store,2,68700,45200,0.12,120912,90400,30512,25.23,Bank Transfer
ORD-04606,2025-06-22,CUST-0244,New,Rice Cooker,Home Appliances,North Central,Social Media,2,54000,34000,0.26,79920,68000,11920,14.91,Cash
ORD-03636,2025-06-22,CUST-0531,New,Power Bank,Electronics,North Central,Physical Store,3,17900,11300,0.09,48867,33900,14967,30.63,USSD
ORD-07066,2025-06-22,CUST-0591,New,Budget Smartphone,Electronics,South South,Physical Store,3,85800,61000,0.04,247104,183000,64104,25.94,Card
ORD-07269,2025-06-22,CUST-1648,Returning,Electric Kettle,Home Appliances,South South,Physical Store,2,29400,19100,0.07,54684,38200,16484,30.14,Bank Transfer
ORD-02913,2025-06-22,CUST-0527,Returning,Air Fryer,Home Appliances,South South,Physical Store,1,74300,52700,0.07,69099,52700,16399,23.73,Cash
ORD-03123,2025-06-22,CUST-0226,New,Rice Cooker,Home Appliances,South West,Social Media,1,51600,34900,0.29,36636,34900,1736,4.74,Bank Transfer
ORD-01789,2025-06-22,CUST-0337,Returning,Electric Kettle,Home Appliances,South West,Online,2,29500,19500,0.18,48380,39000,9380,19.39,USSD
ORD-05491,2025-06-22,CUST-1348,Returning,Sneakers,Fashion,South West,Physical Store,2,45300,30300,0.01,89694,60600,29094,32.44,Card
ORD-02026,2025-06-22,CUST-0346,Returning,Rice Cooker,Home Appliances,South South,Social Media,1,50700,34200,0.05,48165,34200,13965,28.99,Bank Transfer
ORD-05872,2025-06-22,CUST-0866,New,Fitness Band,Wearables,North Central,Online,1,38700,24700,0.02,37926,24700,13226,34.87,Card
ORD-00290,2025-06-22,CUST-0161,Returning,Electric Kettle,Home Appliances,North Central,Physical Store,4,32000,19100,0.12,112640,76400,36240,32.17,Card
ORD-06829,2025-06-22,CUST-0593,Returning,Standing Fan,Home Appliances,South West,Online,2,69800,45900,0.24,106096,91800,14296,13.47,Bank Transfer
ORD-03410,2025-06-22,CUST-1557,Returning,Hoodie,Fashion,South South,Online,4,41500,27000,0.09,151060,108000,43060,28.51,Cash
ORD-02395,2025-06-22,CUST-0901,Returning,Wireless Earbuds,Electronics,South East,Online,2,32000,21100,0.04,61440,42200,19240,31.32,Card
ORD-06617,2025-06-22,CUST-1551,Returning,Budget Smartphone,Electronics,North Central,Online,2,87900,60900,0.04,168768,121800,46968,27.83,Bank Transfer
ORD-03938,2025-06-22,CUST-1272,Returning,Electric Kettle,Home Appliances,South East,Physical Store,2,30000,19700,0.11,53400,39400,14000,26.22,Bank Transfer
ORD-06923,2025-06-22,CUST-0728,New,Sneakers,Fashion,South West,Social Media,2,47700,30100,0.05,90630,60200,30430,33.58,Card
ORD-05348,2025-06-22,CUST-0609,New,Wireless Earbuds,Electronics,South West,Online,3,32600,21000,0.1,88020,63000,25020,28.43,Cash
ORD-06500,2025-06-22,CUST-1039,Returning,Budget Smartphone,Electronics,North West,Online,1,87300,61300,0.11,77697,61300,16397,21.1,Cash
ORD-00109,2025-06-22,CUST-1300,New,Wireless Earbuds,Electronics,South East,Online,3,32400,21700,0.09,88452,65100,23352,26.4,Cash
ORD-05354,2025-06-22,CUST-1316,New,Sneakers,Fashion,South East,Online,2,46400,30100,0.13,80736,60200,20536,25.44,Card
ORD-05992,2025-06-22,CUST-1228,New,Wireless Earbuds,Electronics,South West,Physical Store,2,33000,20800,0.09,60060,41600,18460,30.74,Card
ORD-04116,2025-06-23,CUST-0994,Returning,Blender,Home Appliances,South West,Social Media,1,55200,36500,0.22,43056,36500,6556,15.23,Bank Transfer
ORD-06231,2025-06-23,CUST-1532,New,Electric Kettle,Home Appliances,South West,Online,3,29400,19400,0.05,83790,58200,25590,30.54,Card
ORD-06603,2025-06-23,CUST-1529,Returning,Electric Kettle,Home Appliances,South East,Online,1,30100,19600,0.1,27090,19600,7490,27.65,Bank Transfer
ORD-05147,2025-06-23,CUST-1608,Returning,Electric Kettle,Home Appliances,South South,Online,1,30200,19200,0.05,28690,19200,9490,33.08,Bank Transfer
ORD-06046,2025-06-23,CUST-0462,Returning,Hoodie,Fashion,South East,Social Media,4,42600,27200,0.12,149952,108800,41152,27.44,Card
ORD-00974,2025-06-23,CUST-0095,New,Power Bank,Electronics,South East,Physical Store,2,18000,11000,0.05,34200,22000,12200,35.67,Bank Transfer
ORD-03874,2025-06-23,CUST-0889,New,Blender,Home Appliances,South South,Physical Store,1,53800,36800,0.12,47344,36800,10544,22.27,Cash
ORD-06563,2025-06-23,CUST-0335,New,Sneakers,Fashion,South East,Online,1,47700,30200,0.07,44361,30200,14161,31.92,Card
ORD-01541,2025-06-23,CUST-0230,Returning,Rice Cooker,Home Appliances,South West,Physical Store,1,52100,36000,0.0,52100,36000,16100,30.9,USSD
ORD-03451,2025-06-23,CUST-0116,Returning,Wireless Earbuds,Electronics,South West,Social Media,1,33100,21400,0.06,31114,21400,9714,31.22,Cash
ORD-07475,2025-06-23,CUST-0782,Returning,Budget Smartphone,Electronics,South South,Online,1,82400,63200,0.13,71688,63200,8488,11.84,Bank Transfer
ORD-07191,2025-06-23,CUST-1000,Returning,Rice Cooker,Home Appliances,South East,Social Media,1,53000,35000,0.18,43460,35000,8460,19.47,Bank Transfer
ORD-00709,2025-06-23,CUST-1396,Returning,Wireless Earbuds,Electronics,South South,Physical Store,3,31300,20900,0.05,89205,62700,26505,29.71,Cash
ORD-05133,2025-06-23,CUST-1471,New,Premium Smartphone,Electronics,South East,Social Media,1,187100,139600,0.09,170261,139600,30661,18.01,Card
ORD-02239,2025-06-23,CUST-1781,Returning,Power Bank,Electronics,North West,Physical Store,4,17600,11500,0.06,66176,46000,20176,30.49,Bank Transfer
ORD-00519,2025-06-23,CUST-1523,Returning,Premium Smartphone,Electronics,North Central,Online,1,192000,138000,0.11,170880,138000,32880,19.24,Card
ORD-05561,2025-06-23,CUST-1387,Returning,Electric Kettle,Home Appliances,South South,Social Media,2,28000,19000,0.13,48720,38000,10720,22.0,Card
ORD-03498,2025-06-23,CUST-0807,New,Budget Smartphone,Electronics,South South,Online,1,81200,61700,0.11,72268,61700,10568,14.62,Card
ORD-00076,2025-06-23,CUST-0644,Returning,Blender,Home Appliances,South East,Online,1,55100,37200,0.08,50692,37200,13492,26.62,Bank Transfer
ORD-02456,2025-06-23,CUST-0965,Returning,Premium Smartphone,Electronics,South East,Physical Store,1,181100,139300,0.08,166612,139300,27312,16.39,Cash
ORD-05631,2025-06-23,CUST-0617,Returning,Sneakers,Fashion,South West,Online,2,49800,29700,0.06,93624,59400,34224,36.55,Bank Transfer
ORD-05857,2025-06-23,CUST-0038,Returning,Power Bank,Electronics,South West,Social Media,1,18600,11400,0.14,15996,11400,4596,28.73,Card
ORD-02980,2025-06-23,CUST-1165,New,Rice Cooker,Home Appliances,South East,Online,2,50800,33500,0.08,93472,67000,26472,28.32,Cash
ORD-02463,2025-06-23,CUST-0037,New,Wireless Earbuds,Electronics,South West,Social Media,3,33200,21400,0.07,92628,64200,28428,30.69,Bank Transfer
ORD-02459,2025-06-23,CUST-0898,Returning,Blender,Home Appliances,South South,Social Media,1,56100,37200,0.01,55539,37200,18339,33.02,Card
ORD-00944,2025-06-23,CUST-0668,Returning,Budget Smartphone,Electronics,North Central,Online,2,82400,62500,0.07,153264,125000,28264,18.44,Card
ORD-03990,2025-06-23,CUST-0201,New,Standing Fan,Home Appliances,South West,Online,1,68500,45000,0.1,61650,45000,16650,27.01,Card
ORD-01420,2025-06-23,CUST-0122,New,Premium Smartphone,Electronics,South West,Social Media,4,189400,136800,0.27,553048,547200,5848,1.06,Card
ORD-07440,2025-06-23,CUST-1238,Returning,Wireless Earbuds,Electronics,South West,Online,2,31600,20900,0.04,60672,41800,18872,31.1,Cash
ORD-06349,2025-06-24,CUST-0187,New,Bluetooth Speaker,Electronics,South South,Online,3,43700,29400,0.1,117990,88200,29790,25.25,Card
ORD-04453,2025-06-24,CUST-0840,New,Budget Smartphone,Electronics,South South,Online,1,86200,63000,0.06,81028,63000,18028,22.25,Card
ORD-00973,2025-06-24,CUST-0490,New,Power Bank,Electronics,South West,Physical Store,2,18200,11400,0.06,34216,22800,11416,33.36,Bank Transfer
ORD-06528,2025-06-24,CUST-0039,Returning,Rice Cooker,Home Appliances,South West,Online,1,51900,33600,0.08,47748,33600,14148,29.63,Bank Transfer
ORD-07325,2025-06-24,CUST-1719,Returning,Sneakers,Fashion,North West,Physical Store,3,45200,30200,0.05,128820,90600,38220,29.67,Bank Transfer
ORD-00768,2025-06-24,CUST-1779,New,Rice Cooker,Home Appliances,South West,Social Media,1,52700,34700,0.06,49538,34700,14838,29.95,Cash
ORD-06598,2025-06-24,CUST-0567,Returning,Budget Smartphone,Electronics,South East,Online,2,83300,60800,0.07,154938,121600,33338,21.52,Card
ORD-04726,2025-06-24,CUST-0104,New,Wireless Earbuds,Electronics,South South,Physical Store,2,31900,21000,0.27,46574,42000,4574,9.82,Bank Transfer
ORD-03846,2025-06-24,CUST-1177,New,Hoodie,Fashion,North West,Social Media,1,41700,27400,0.1,37530,27400,10130,26.99,Cash
ORD-06799,2025-06-24,CUST-1312,New,Standing Fan,Home Appliances,South East,Physical Store,2,68900,47100,0.03,133666,94200,39466,29.53,Card
ORD-00622,2025-06-24,CUST-0496,Returning,Bluetooth Speaker,Electronics,South South,Physical Store,3,42800,29800,0.04,123264,89400,33864,27.47,Bank Transfer
ORD-03971,2025-06-24,CUST-0300,New,Budget Smartphone,Electronics,South South,Online,1,87300,62000,0.07,81189,62000,19189,23.63,Bank Transfer
ORD-04281,2025-06-24,CUST-0255,Returning,Fitness Band,Wearables,South East,Social Media,1,38100,24900,0.12,33528,24900,8628,25.73,USSD
ORD-00785,2025-06-24,CUST-1056,Returning,Fitness Band,Wearables,South West,Online,1,36500,24900,0.18,29930,24900,5030,16.81,Bank Transfer
ORD-01795,2025-06-24,CUST-0864,New,Electric Kettle,Home Appliances,South East,Social Media,2,29300,19900,0.01,58014,39800,18214,31.4,Card
ORD-01202,2025-06-24,CUST-1689,Returning,Backpack,Fashion,North Central,Physical Store,1,35300,22100,0.04,33888,22100,11788,34.79,Bank Transfer
ORD-01799,2025-06-24,CUST-1465,Returning,Air Fryer,Home Appliances,South East,Social Media,1,79600,52100,0.08,73232,52100,21132,28.86,Bank Transfer
ORD-02769,2025-06-24,CUST-0227,New,Budget Smartphone,Electronics,South South,Online,1,83300,61100,0.18,68306,61100,7206,10.55,Card
ORD-03138,2025-06-24,CUST-0404,Returning,Premium Smartphone,Electronics,South West,Online,4,185000,143200,0.07,688200,572800,115400,16.77,Card
ORD-02960,2025-06-24,CUST-0981,Returning,Smart Watch,Wearables,South South,Online,3,63100,39600,0.12,166584,118800,47784,28.68,Bank Transfer
ORD-03262,2025-06-24,CUST-0417,Returning,Bluetooth Speaker,Electronics,North West,Social Media,1,43400,30700,0.06,40796,30700,10096,24.75,Bank Transfer
ORD-03056,2025-06-24,CUST-1416,Returning,Premium Smartphone,Electronics,North Central,Online,4,183100,145800,0.15,622540,583200,39340,6.32,USSD
ORD-02686,2025-06-25,CUST-1183,Returning,Budget Smartphone,Electronics,South West,Online,1,85700,63100,0.05,81415,63100,18315,22.5,Bank Transfer
ORD-01508,2025-06-25,CUST-1555,Returning,Bluetooth Speaker,Electronics,South West,Online,1,45900,30000,0.14,39474,30000,9474,24.0,USSD
ORD-01101,2025-06-25,CUST-1748,Returning,Budget Smartphone,Electronics,South South,Social Media,1,79100,61100,0.06,74354,61100,13254,17.83,Bank Transfer
ORD-00644,2025-06-25,CUST-1175,Returning,Electric Kettle,Home Appliances,South East,Physical Store,1,30200,19800,0.1,27180,19800,7380,27.15,Bank Transfer
ORD-03855,2025-06-25,CUST-1574,New,Rice Cooker,Home Appliances,North West,Online,1,51100,34300,0.29,36281,34300,1981,5.46,Cash
ORD-01932,2025-06-25,CUST-1753,Returning,Wireless Earbuds,Electronics,South West,Social Media,2,33700,20500,0.19,54594,41000,13594,24.9,Card
ORD-06716,2025-06-25,CUST-1036,New,Rice Cooker,Home Appliances,North Central,Physical Store,3,51900,34600,0.07,144801,103800,41001,28.32,Card
ORD-03072,2025-06-25,CUST-0313,Returning,Electric Kettle,Home Appliances,North West,Physical Store,2,30800,19300,0.09,56056,38600,17456,31.14,USSD
ORD-04895,2025-06-25,CUST-0571,Returning,Budget Smartphone,Electronics,South West,Physical Store,1,85600,61000,0.02,83888,61000,22888,27.28,Bank Transfer
ORD-04890,2025-06-25,CUST-1287,Returning,Budget Smartphone,Electronics,South South,Social Media,1,84000,62100,0.1,75600,62100,13500,17.86,Bank Transfer
ORD-04112,2025-06-25,CUST-0586,Returning,Backpack,Fashion,South South,Online,2,33800,22200,0.12,59488,44400,15088,25.36,Card
ORD-03427,2025-06-25,CUST-1617,Returning,Wireless Earbuds,Electronics,South South,Physical Store,2,32400,21400,0.07,60264,42800,17464,28.98,Bank Transfer
ORD-03656,2025-06-25,CUST-0437,Returning,Blender,Home Appliances,South South,Physical Store,4,53900,36800,0.09,196196,147200,48996,24.97,Card
ORD-03923,2025-06-25,CUST-0431,New,Blender,Home Appliances,North West,Online,1,55300,36300,0.04,53088,36300,16788,31.62,Bank Transfer
ORD-01808,2025-06-25,CUST-0132,Returning,Hoodie,Fashion,South West,Physical Store,1,40100,27800,0.16,33684,27800,5884,17.47,Bank Transfer
ORD-02178,2025-06-25,CUST-0748,Returning,Rice Cooker,Home Appliances,North Central,Physical Store,3,52800,34500,0.07,147312,103500,43812,29.74,USSD
ORD-07094,2025-06-25,CUST-1048,New,Standing Fan,Home Appliances,North Central,Physical Store,2,70000,45900,0.01,138600,91800,46800,33.77,Cash
ORD-01146,2025-06-26,CUST-1110,Returning,Standing Fan,Home Appliances,South West,Online,1,66800,45800,0.03,64796,45800,18996,29.32,Card
ORD-07061,2025-06-26,CUST-0885,New,Premium Smartphone,Electronics,South West,Online,4,179000,136300,0.1,644400,545200,99200,15.39,Bank Transfer
ORD-06663,2025-06-26,CUST-0571,Returning,Sneakers,Fashion,South South,Online,2,51200,30700,0.11,91136,61400,29736,32.63,Cash
ORD-06554,2025-06-26,CUST-1370,New,Budget Smartphone,Electronics,South East,Physical Store,2,83800,61700,0.21,132404,123400,9004,6.8,Bank Transfer
ORD-01517,2025-06-26,CUST-1544,New,Budget Smartphone,Electronics,South West,Online,2,87000,62200,0.04,167040,124400,42640,25.53,Card
ORD-04428,2025-06-26,CUST-1705,New,Wireless Earbuds,Electronics,South East,Online,1,32100,21200,0.05,30495,21200,9295,30.48,USSD
ORD-07176,2025-06-26,CUST-1529,New,Air Fryer,Home Appliances,South South,Online,1,76400,54400,0.07,71052,54400,16652,23.44,Cash
ORD-04355,2025-06-26,CUST-0647,New,Smart Watch,Wearables,South East,Physical Store,1,60700,41400,0.1,54630,41400,13230,24.22,USSD
ORD-07060,2025-06-26,CUST-1770,Returning,Electric Kettle,Home Appliances,North West,Online,1,30600,18700,0.28,22032,18700,3332,15.12,USSD
ORD-05809,2025-06-26,CUST-0509,Returning,Blender,Home Appliances,South West,Online,1,54400,37200,0.09,49504,37200,12304,24.85,Bank Transfer
ORD-06765,2025-06-26,CUST-1149,New,Rice Cooker,Home Appliances,North West,Online,3,53800,34900,0.07,150102,104700,45402,30.25,Card
ORD-06937,2025-06-26,CUST-0317,Returning,Premium Smartphone,Electronics,North Central,Online,1,183900,142400,0.05,174705,142400,32305,18.49,Card
ORD-02844,2025-06-26,CUST-1187,Returning,Blender,Home Appliances,North Central,Physical Store,1,54900,35400,0.05,52155,35400,16755,32.13,Card
ORD-00276,2025-06-26,CUST-1667,Returning,Bluetooth Speaker,Electronics,North West,Physical Store,1,44700,30300,0.22,34866,30300,4566,13.1,Card
ORD-06460,2025-06-26,CUST-1113,Returning,Bluetooth Speaker,Electronics,South West,Physical Store,3,44500,29200,0.06,125490,87600,37890,30.19,Card
ORD-06311,2025-06-26,CUST-1760,Returning,Blender,Home Appliances,North West,Online,1,56300,37000,0.11,50107,37000,13107,26.16,Card
ORD-07136,2025-06-26,CUST-1341,New,Standing Fan,Home Appliances,South South,Online,3,67400,44000,0.25,151650,132000,19650,12.96,Bank Transfer
ORD-07397,2025-06-26,CUST-1042,New,Wireless Earbuds,Electronics,South South,Online,2,32000,20800,0.01,63360,41600,21760,34.34,Bank Transfer
ORD-04608,2025-06-27,CUST-0101,Returning,Smart Watch,Wearables,South South,Online,4,62700,39700,0.13,218196,158800,59396,27.22,Bank Transfer
ORD-02958,2025-06-27,CUST-1414,Returning,Wireless Earbuds,Electronics,South West,Social Media,3,32000,20700,0.19,77760,62100,15660,20.14,Card
ORD-06631,2025-06-27,CUST-0962,Returning,Electric Kettle,Home Appliances,South East,Online,3,31100,19800,0.06,87702,59400,28302,32.27,Bank Transfer
ORD-01031,2025-06-27,CUST-0828,Returning,Standing Fan,Home Appliances,South West,Online,2,67800,46500,0.05,128820,93000,35820,27.81,Card
ORD-00282,2025-06-27,CUST-1705,Returning,Budget Smartphone,Electronics,South West,Online,2,82100,62700,0.29,116582,125400,-8818,-7.56,Card
ORD-06387,2025-06-27,CUST-1132,Returning,Power Bank,Electronics,North Central,Online,2,18500,11500,0.09,33670,23000,10670,31.69,Cash
ORD-04830,2025-06-27,CUST-0467,Returning,Standing Fan,Home Appliances,South South,Online,1,68400,45900,0.22,53352,45900,7452,13.97,Card
ORD-06590,2025-06-27,CUST-1377,New,Budget Smartphone,Electronics,South East,Physical Store,1,83200,61300,0.08,76544,61300,15244,19.92,Cash
ORD-07368,2025-06-27,CUST-0343,New,Sneakers,Fashion,South West,Physical Store,2,49000,30700,0.04,94080,61400,32680,34.74,Card
ORD-05379,2025-06-27,CUST-0540,New,Wireless Earbuds,Electronics,South West,Online,2,32700,20900,0.18,53628,41800,11828,22.06,Card
ORD-02416,2025-06-27,CUST-1744,New,Wireless Earbuds,Electronics,South East,Online,3,32700,21300,0.11,87309,63900,23409,26.81,Bank Transfer
ORD-00729,2025-06-28,CUST-1270,New,Backpack,Fashion,North Central,Online,2,34200,21900,0.24,51984,43800,8184,15.74,Bank Transfer
ORD-06025,2025-06-28,CUST-0565,Returning,Fitness Band,Wearables,North Central,Online,1,37900,24700,0.13,32973,24700,8273,25.09,Cash
ORD-06103,2025-06-28,CUST-0694,New,Power Bank,Electronics,South West,Physical Store,2,18700,11400,0.09,34034,22800,11234,33.01,USSD
ORD-03015,2025-06-28,CUST-0221,Returning,Air Fryer,Home Appliances,South West,Physical Store,4,77500,52800,0.07,288300,211200,77100,26.74,Bank Transfer
ORD-01492,2025-06-28,CUST-1247,New,Power Bank,Electronics,South West,Online,3,17900,11300,0.14,46182,33900,12282,26.59,Bank Transfer
ORD-04714,2025-06-28,CUST-0257,Returning,Fitness Band,Wearables,North Central,Social Media,2,39800,25000,0.08,73232,50000,23232,31.72,Bank Transfer
ORD-06508,2025-06-28,CUST-0777,New,Hoodie,Fashion,South West,Social Media,5,41000,26400,0.2,164000,132000,32000,19.51,Bank Transfer
ORD-01244,2025-06-28,CUST-0903,New,Power Bank,Electronics,South West,Physical Store,2,16800,11700,0.1,30240,23400,6840,22.62,Bank Transfer
ORD-02156,2025-06-28,CUST-0985,New,Electric Kettle,Home Appliances,North West,Physical Store,1,30000,19400,0.11,26700,19400,7300,27.34,Card
ORD-04473,2025-06-28,CUST-0765,New,Air Fryer,Home Appliances,South West,Social Media,2,80300,55200,0.14,138116,110400,27716,20.07,Card
ORD-01116,2025-06-28,CUST-1409,Returning,Budget Smartphone,Electronics,South South,Social Media,4,81600,60000,0.18,267648,240000,27648,10.33,Bank Transfer
ORD-00651,2025-06-28,CUST-0904,Returning,Premium Smartphone,Electronics,North Central,Online,4,185200,139000,0.06,696352,556000,140352,20.16,Bank Transfer
ORD-04014,2025-06-28,CUST-1435,Returning,Hoodie,Fashion,South West,Online,1,42300,27000,0.13,36801,27000,9801,26.63,Card
ORD-04561,2025-06-28,CUST-0584,New,Bluetooth Speaker,Electronics,North West,Physical Store,1,43700,29400,0.01,43263,29400,13863,32.04,Cash
ORD-04217,2025-06-28,CUST-1476,Returning,Hoodie,Fashion,South West,Social Media,4,42900,27100,0.03,166452,108400,58052,34.88,Bank Transfer
ORD-00444,2025-06-28,CUST-0860,Returning,Backpack,Fashion,North Central,Online,2,36100,22400,0.14,62092,44800,17292,27.85,Cash
ORD-05604,2025-06-29,CUST-0388,Returning,Air Fryer,Home Appliances,North Central,Physical Store,1,81000,53700,0.07,75330,53700,21630,28.71,Cash
ORD-00235,2025-06-29,CUST-0229,Returning,Standing Fan,Home Appliances,South West,Online,2,67900,46700,0.15,115430,93400,22030,19.09,Card
ORD-04293,2025-06-29,CUST-0096,New,Premium Smartphone,Electronics,North Central,Online,1,192800,139500,0.1,173520,139500,34020,19.61,Cash
ORD-05330,2025-06-29,CUST-1548,Returning,Wireless Earbuds,Electronics,South West,Online,2,30700,21000,0.04,58944,42000,16944,28.75,Card
ORD-00284,2025-06-29,CUST-0873,Returning,Budget Smartphone,Electronics,South East,Physical Store,2,85000,63900,0.16,142800,127800,15000,10.5,Bank Transfer
ORD-03141,2025-06-29,CUST-1800,New,Sneakers,Fashion,South East,Physical Store,1,48000,30300,0.05,45600,30300,15300,33.55,Bank Transfer
ORD-01477,2025-06-29,CUST-1662,Returning,Bluetooth Speaker,Electronics,South South,Social Media,5,45300,29200,0.12,199320,146000,53320,26.75,USSD
ORD-06366,2025-06-29,CUST-0885,New,Hoodie,Fashion,South West,Physical Store,2,42000,27200,0.04,80640,54400,26240,32.54,Card
ORD-01918,2025-06-29,CUST-1659,Returning,Electric Kettle,Home Appliances,North West,Online,1,30700,19500,0.14,26402,19500,6902,26.14,Bank Transfer
ORD-00563,2025-06-29,CUST-1424,Returning,Electric Kettle,Home Appliances,South South,Social Media,1,31400,19400,0.12,27632,19400,8232,29.79,Card
ORD-00718,2025-06-29,CUST-0827,Returning,Hoodie,Fashion,South East,Online,1,42400,26200,0.05,40280,26200,14080,34.96,Card
ORD-05209,2025-06-29,CUST-0042,Returning,Rice Cooker,Home Appliances,South South,Social Media,1,50700,34100,0.05,48165,34100,14065,29.2,Card
ORD-04415,2025-06-29,CUST-0928,New,Sneakers,Fashion,South West,Online,2,47700,29900,0.18,78228,59800,18428,23.56,Bank Transfer
ORD-02298,2025-06-29,CUST-1734,Returning,Backpack,Fashion,South South,Online,3,36000,21600,0.12,95040,64800,30240,31.82,Bank Transfer
ORD-06588,2025-06-29,CUST-1074,Returning,Standing Fan,Home Appliances,North West,Online,2,66300,45900,0.12,116688,91800,24888,21.33,Bank Transfer
ORD-03709,2025-06-29,CUST-0841,New,Blender,Home Appliances,South South,Social Media,1,55700,36500,0.1,50130,36500,13630,27.19,Card
ORD-05775,2025-06-29,CUST-1346,Returning,Rice Cooker,Home Appliances,South South,Online,2,51200,34800,0.08,94208,69600,24608,26.12,Bank Transfer
ORD-05226,2025-06-29,CUST-1296,New,Sneakers,Fashion,South South,Physical Store,1,49000,29300,0.01,48510,29300,19210,39.6,Card
ORD-02739,2025-06-29,CUST-1108,New,Rice Cooker,Home Appliances,South South,Physical Store,3,53600,35000,0.05,152760,105000,47760,31.26,Card
ORD-03644,2025-06-29,CUST-0984,New,Rice Cooker,Home Appliances,North Central,Physical Store,1,50000,34800,0.03,48500,34800,13700,28.25,Cash
ORD-01519,2025-06-30,CUST-0981,New,Electric Kettle,Home Appliances,North West,Physical Store,2,28700,19500,0.01,56826,39000,17826,31.37,Card
